,mId,mCode,mName,pmCode,pmName,pmMain,pmLeng,pmDiff,pmUp,pmDown
987,0000000025,421900601,덕항산,12552,-,-,0.62,쉬움,11,8
988,0000000025,421900601,덕항산,12553,하사미동구간,-,1.24,쉬움,22,15
989,0000000025,421900601,덕항산,12554,-,-,0.02,쉬움,1,0
990,0000000025,421900601,덕항산,12555,-,-,0.03,쉬움,1,0
991,0000000025,421900601,덕항산,12556,-,-,0.26,쉬움,5,3
992,0000000025,421900601,덕항산,12557,-,-,0.62,쉬움,11,8
993,0000000025,421900601,덕항산,12558,-,-,0.39,쉬움,7,5
994,0000000025,421900601,덕항산,12559,대이리구간,-,1.25,쉬움,22,15
995,0000000025,421900601,덕항산,12560,-,-,0.41,쉬움,7,5
996,0000000025,421900601,덕항산,12561,-,-,0.01,쉬움,1,0
997,0000000026,416300501,도락산,12897,방성리구간,-,0.35,쉬움,6,4
998,0000000026,416300501,도락산,12898,방성리구간,-,0.96,쉬움,18,13
999,0000000026,416300501,도락산,12899,방성리구간,-,0.38,쉬움,7,5
1000,0000000026,416300501,도락산,12900,-,-,0.88,쉬움,16,11
1001,0000000026,416300501,도락산,12901,방성리구간,-,0.04,쉬움,1,0
1002,0000000026,416300501,도락산,12902,-,-,1.39,쉬움,25,17
1003,0000000026,416300501,도락산,12903,방성리구간,-,0.6,쉬움,11,7
1004,0000000026,416300501,도락산,12904,방성리구간,-,0.15,쉬움,3,2
1005,0000000026,416300501,도락산,12905,방성리구간,-,0.57,쉬움,10,7
1006,0000000026,416300501,도락산,12906,-,-,0.17,쉬움,3,2
1007,0000000026,416300501,도락산,12907,방성리구간,-,0.14,쉬움,2,2
1008,0000000026,416300501,도락산,12908,-,-,0.84,쉬움,15,10
1009,0000000026,416300501,도락산,12909,-,-,0.06,쉬움,1,1
1010,0000000026,416300501,도락산,12910,-,-,0.37,쉬움,7,5
1011,0000000026,416300501,도락산,12911,방성리구간,-,0.09,쉬움,2,1
1012,0000000026,416300501,도락산,12912,덕계동구간,-,0.24,쉬움,4,3
1013,0000000026,416300501,도락산,12913,-,-,0.17,쉬움,3,2
1014,0000000026,416300501,도락산,12914,-,-,0.42,쉬움,7,5
1015,0000000026,416300501,도락산,12915,덕계동구간,-,0.26,쉬움,5,3
1016,0000000026,416300501,도락산,12916,-,-,0.02,쉬움,1,0
1017,0000000026,416300501,도락산,12917,방성리구간,-,0.26,쉬움,5,3
1018,0000000026,416300501,도락산,12918,방성리구간,-,0.08,쉬움,1,1
1019,0000000026,416300501,도락산,12919,방성리구간,-,0.24,쉬움,4,3
1020,0000000026,416300501,도락산,12920,-,-,0.32,쉬움,6,4
1021,0000000026,416300501,도락산,12921,-,-,0.25,쉬움,4,3
1022,0000000026,416300501,도락산,12922,-,-,0.35,쉬움,6,4
1023,0000000026,416300501,도락산,12923,-,-,0.1,쉬움,2,1
1024,0000000026,416300501,도락산,12924,-,-,0.17,쉬움,3,2
1025,0000000026,416300501,도락산,12925,덕계동구간,-,0.56,쉬움,10,7
1026,0000000026,416300501,도락산,12926,-,-,0.44,쉬움,8,5
1027,0000000026,416300501,도락산,12927,-,-,0.01,쉬움,1,0
1028,0000000026,416300501,도락산,12928,-,-,0.06,쉬움,1,1
1029,0000000026,416300501,도락산,12929,-,-,0.69,쉬움,12,9
1030,0000000026,416300501,도락산,12930,-,-,0.05,쉬움,1,1
1031,0000000026,416300501,도락산,12931,-,-,1.02,쉬움,18,13
1032,0000000026,416300501,도락산,12932,-,-,0.04,쉬움,1,0
1033,0000000026,416300501,도락산,12933,-,-,0.09,쉬움,2,1
1034,0000000026,416300501,도락산,12934,덕계동구간,-,1.28,쉬움,23,16
1035,0000000026,416300501,도락산,12935,가납리구간,-,1.3,쉬움,23,16
1036,0000000026,416300501,도락산,12936,-,-,0.2,쉬움,4,2
1037,0000000026,416300501,도락산,12937,-,-,0.06,쉬움,1,1
1038,0000000026,416300501,도락산,12938,-,-,0.01,쉬움,1,0
1039,0000000026,416300501,도락산,12939,덕계동구간,-,0.14,쉬움,2,2
1040,0000000026,416300501,도락산,12940,덕계동구간,-,0.1,쉬움,2,1
1041,0000000026,416300501,도락산,12941,-,-,0.5,쉬움,9,6
1042,0000000026,416300501,도락산,12942,가납리구간,-,1.49,쉬움,26,18
1043,0000000026,416300501,도락산,12943,덕계동구간,-,0.27,쉬움,5,3
1044,0000000026,416300501,도락산,12944,덕계동구간,-,0.16,쉬움,3,2
1045,0000000026,416300501,도락산,12945,-,-,0.92,쉬움,16,11
1046,0000000026,416300501,도락산,12946,-,-,0.41,쉬움,7,5
1047,0000000026,416300501,도락산,12947,회정동구간,-,0.86,쉬움,15,11
1048,0000000026,416300501,도락산,12948,-,-,0.12,쉬움,2,1
1049,0000000026,416300501,도락산,12949,회정동구간,-,0.47,쉬움,8,6
1050,0000000026,416300501,도락산,12950,-,-,0.5,쉬움,9,6
1051,0000000026,416300501,도락산,12951,회정동구간,-,1.2,쉬움,21,15
1052,0000000026,416300501,도락산,12952,덕계동구간,-,0.68,쉬움,12,8
1053,0000000026,416300501,도락산,12953,-,-,1.2,쉬움,21,15
1054,0000000026,416300501,도락산,12954,-,-,0.01,쉬움,1,0
1055,0000000026,416300501,도락산,12955,-,-,1.08,쉬움,19,13
1056,0000000026,416300501,도락산,12956,-,-,0.05,쉬움,1,1
1057,0000000026,416300501,도락산,12957,-,-,0.32,쉬움,6,4
1058,0000000026,416300501,도락산,12958,-,-,0.27,쉬움,5,3
1059,0000000026,416300501,도락산,12959,-,-,0.07,쉬움,1,1
1060,0000000026,416300501,도락산,12960,-,-,0.05,쉬움,1,1
1061,0000000026,416300501,도락산,12961,-,-,0.03,쉬움,1,0
1062,0000000026,416300501,도락산,12962,-,-,0.05,쉬움,1,1
1063,0000000026,416300501,도락산,12963,회정동구간,-,1.25,쉬움,22,15
1064,0000000026,416300501,도락산,12964,용암리구간,-,2.12,쉬움,40,28
1065,0000000026,416300501,도락산,12965,-,-,2.53,쉬움,45,31
1076,0000000026,438002801,도락산,12966,가산리구간,-,0.03,쉬움,1,0
1077,0000000026,438002801,도락산,12967,벌천리구간,-,2.51,쉬움,94,66
1078,0000000026,438002801,도락산,12968,벌천리구간,-,2.15,쉬움,38,27
1079,0000000026,438002801,도락산,12969,벌천리구간,-,0.27,쉬움,5,3
1080,0000000026,438002801,도락산,12970,벌천리구간,-,1.2,중간,45,32
1081,0000000026,438002801,도락산,12971,벌천리구간,-,0.37,쉬움,7,5
1066,0000000026,416300501,도락산,57026,-,-,0.0, ,0,0
1067,0000000026,416300501,도락산,57027,-,-,0.0, ,0,0
1068,0000000026,416300501,도락산,57028,-,-,0.0, ,0,0
1069,0000000026,416300501,도락산,57029,-,-,0.0, ,0,0
1070,0000000026,416300501,도락산,57030,-,-,0.0, ,0,0
1071,0000000026,416300501,도락산,57031,도락산빙벽장,-,0.0, ,0,0
1072,0000000026,416300501,도락산,57033,도락산빙벽장,-,0.0, ,0,0
1073,0000000026,416300501,도락산,57034,-,-,0.0, ,0,0
1074,0000000026,416300501,도락산,57035,-,-,0.0, ,0,0
1075,0000000026,416300501,도락산,57036,-,-,0.0, ,0,0
1082,0000000027,482501001,도봉산,12978,정착계곡소류지-대감면사무소옆구간,-,0.43,쉬움,8,5
1083,0000000027,482501001,도봉산,12979,묵방리구간,-,0.63,쉬움,12,8
1084,0000000027,482501001,도봉산,12980,정착계곡소류지-대감면사무소옆구간,-,2.65,쉬움,47,33
1085,0000000029,422301901,두타산,14459,번천리구간,-,1.41,쉬움,25,17
1086,0000000029,422301901,두타산,14460,번천리구간,-,2.1,쉬움,45,32
1087,0000000029,422301901,두타산,14461,번천리구간,-,0.14,쉬움,2,2
1088,0000000029,422301901,두타산,14462,번천리구간,-,0.76,쉬움,13,9
1089,0000000029,422301901,두타산,14463,-,-,1.93,쉬움,34,24
1090,0000000029,422301901,두타산,14464,-,-,1.99,쉬움,35,25
1091,0000000029,422301901,두타산,14465,-,-,4.34,쉬움,77,54
1092,0000000029,422301901,두타산,14466,-,-,2.91,쉬움,51,36
1093,0000000029,422301901,두타산,14467,삼화동구간,-,7.81,쉬움,138,96
1094,0000000029,422301901,두타산,14468,-,-,3.22,쉬움,57,40
1095,0000000029,422301901,두타산,14469,-,-,1.61,쉬움,28,20
1096,0000000029,422301901,두타산,14470,-,-,0.87,쉬움,15,11
1097,0000000029,422301901,두타산,14471,내미로리구간,-,1.97,쉬움,74,52
1098,0000000029,422301901,두타산,14472,-,-,0.78,쉬움,14,10
1099,0000000029,422301901,두타산,14473,-,-,0.71,쉬움,13,9
1100,0000000029,422301901,두타산,14474,-,-,0.92,쉬움,16,11
1101,0000000029,422301901,두타산,14475,-,-,0.09,쉬움,2,1
1102,0000000029,422301901,두타산,14476,-,-,0.09,쉬움,2,1
1103,0000000029,422301901,두타산,14477,-,-,0.15,쉬움,3,2
1104,0000000029,422301901,두타산,14478,-,-,0.11,쉬움,2,1
1105,0000000029,422301901,두타산,14479,삼화동구간,-,0.22,쉬움,4,3
1106,0000000029,422301901,두타산,14480,-,-,2.09,쉬움,37,26
1107,0000000029,422301901,두타산,14481,-,-,1.2,쉬움,21,15
1108,0000000029,422301901,두타산,14482,-,-,1.0,쉬움,18,12
1109,0000000029,422301901,두타산,14483,-,-,2.0,쉬움,35,25
1110,0000000029,422301901,두타산,14484,활기리구간,-,4.23,쉬움,75,52
1111,0000000029,422301901,두타산,14485,-,-,0.65,쉬움,11,8
1112,0000000029,422301901,두타산,14486,중봉리구간,-,0.08,쉬움,1,1
1113,0000000029,422301901,두타산,14487,-,-,0.06,쉬움,1,1
1114,0000000029,422301901,두타산,14488,삼화동구간,-,0.51,쉬움,9,6
1115,0000000029,422301901,두타산,14489,번천리구간,-,3.12,쉬움,55,39
1116,0000000029,427601501,두타산,14490,-,-,2.18,쉬움,38,27
1117,0000000029,427601501,두타산,14491,-,-,2.31,쉬움,41,29
1118,0000000029,427601501,두타산,14492,신기리구간,-,0.21,쉬움,4,3
1119,0000000029,427601501,두타산,14493,-,-,1.65,쉬움,29,20
1120,0000000029,427601501,두타산,14494,수항리구간,-,2.76,쉬움,69,48
1121,0000000029,427601501,두타산,14495,-,-,3.15,쉬움,56,39
1122,0000000029,427601501,두타산,14496,-,-,6.81,쉬움,120,84
1125,0000000029,437500301,두타산,14497,미암리구간,-,1.13,쉬움,20,14
1126,0000000029,437500301,두타산,14498,미암리구간,-,1.27,중간,48,33
1127,0000000029,437500301,두타산,14500,-,-,0.09,쉬움,2,1
1128,0000000029,437500301,두타산,14501,-,-,0.46,쉬움,8,6
1129,0000000029,437500301,두타산,14502,-,-,0.13,쉬움,2,2
1130,0000000029,437500301,두타산,14504,-,-,0.17,쉬움,3,2
1131,0000000029,437500301,두타산,14505,-,-,0.09,쉬움,2,1
1132,0000000029,437500301,두타산,14510,-,-,0.17,쉬움,3,2
1133,0000000029,437500301,두타산,14513,-,-,0.31,쉬움,5,4
1134,0000000029,437500301,두타산,14514,-,-,0.66,쉬움,12,8
1135,0000000029,437500301,두타산,14515,연탄리구간,-,0.91,쉬움,16,11
1136,0000000029,437500301,두타산,14516,-,-,0.03,쉬움,1,0
1137,0000000029,437500301,두타산,14517,-,-,0.76,쉬움,13,9
1138,0000000029,437500301,두타산,14518,화산리구간,-,0.05,쉬움,1,1
1139,0000000029,437500301,두타산,14519,-,-,0.03,쉬움,1,0
1140,0000000029,437500301,두타산,14520,-,-,0.98,쉬움,17,12
1141,0000000029,437500301,두타산,14521,-,-,0.5,쉬움,9,6
1142,0000000029,437500301,두타산,14522,-,-,0.18,쉬움,3,2
1143,0000000029,437500301,두타산,14523,-,-,0.67,쉬움,12,8
1144,0000000029,437500301,두타산,14524,-,-,0.54,쉬움,10,7
1145,0000000029,437500301,두타산,14525,화산리구간,-,0.69,쉬움,12,9
1146,0000000029,437500301,두타산,14526,-,-,1.24,쉬움,22,15
1147,0000000029,437500301,두타산,14527,용정리구간,동잠교 ~ 두타산정상 ~ 영수암,2.99,쉬움,53,37
1148,0000000029,437500301,두타산,14528,영구리구간,-,1.44,쉬움,54,38
1149,0000000029,437500301,두타산,14529,영구리구간,-,3.0,쉬움,113,79
1150,0000000029,437500301,두타산,14530,-,-,3.35,쉬움,59,41
1151,0000000029,437500301,두타산,14531,-,-,0.42,쉬움,7,5
1123,0000000029,427601501,두타산,37544,수항리구간,-,0.0, ,0,0
1124,0000000029,427601501,두타산,37545,신기리구간,-,0.0, ,0,0
1205,0000000030,287100601,마니산,14733,-,-,0.64,쉬움,11,8
1206,0000000030,287100601,마니산,14734,-,-,0.06,쉬움,1,1
1207,0000000030,287100601,마니산,14735,-,-,1.1,쉬움,19,14
1208,0000000030,287100601,마니산,14736,-,-,1.05,쉬움,19,13
1209,0000000030,287100601,마니산,14737,상방리구간,-,1.16,쉬움,35,24
1210,0000000030,287100601,마니산,14738,-,-,1.49,쉬움,26,18
1211,0000000030,287100601,마니산,14739,-,-,0.5,쉬움,9,6
1212,0000000030,287100601,마니산,14740,-,-,1.06,쉬움,19,13
1213,0000000030,287100601,마니산,14741,-,-,0.65,쉬움,11,8
1214,0000000030,287100601,마니산,14742,-,-,0.12,중간,2,1
1215,0000000030,287100601,마니산,14743,-,-,0.44,쉬움,8,5
1216,0000000030,287100601,마니산,14744,-,-,0.36,쉬움,6,4
1217,0000000030,287100601,마니산,14745,내리구간,-,1.56,쉬움,39,27
1218,0000000030,287100601,마니산,14746,-,-,0.19,쉬움,3,2
1219,0000000030,287100601,마니산,14747,-,-,0.15,쉬움,3,2
1220,0000000030,287100601,마니산,14748,상방리구간,-,0.53,쉬움,9,7
1221,0000000030,287100601,마니산,14749,-,-,0.15,쉬움,3,2
1222,0000000030,287100601,마니산,14750,-,-,0.53,쉬움,9,7
1223,0000000030,287100601,마니산,14751,-,-,1.96,쉬움,35,24
1224,0000000030,287100601,마니산,14752,상방리구간,마니산매표소 -> 1004계단(개미허리*헐떡고개) -> 정상(참성단),0.14,쉬움,2,2
1225,0000000030,287100601,마니산,14753,-,-,0.21,쉬움,4,3
1226,0000000030,287100601,마니산,14754,-,-,0.15,쉬움,3,2
1227,0000000030,287100601,마니산,14755,상방리구간,-,0.15,쉬움,3,2
1228,0000000030,287100601,마니산,14756,-,-,0.12,쉬움,2,1
1229,0000000030,287100601,마니산,14757,사기리구간,-,0.12,쉬움,2,1
1230,0000000030,287100601,마니산,14758,-,-,0.12,쉬움,2,1
1231,0000000030,287100601,마니산,14759,-,-,0.01,쉬움,1,0
1232,0000000030,287100601,마니산,14760,-,-,0.54,쉬움,10,7
1233,0000000030,287100601,마니산,14761,내리구간,-,0.94,쉬움,24,16
1234,0000000030,287100601,마니산,14762,-,-,0.32,쉬움,6,4
1235,0000000030,287100601,마니산,14763,-,-,0.46,쉬움,8,6
1236,0000000030,287100601,마니산,14764,상방리구간,-,0.21,쉬움,4,3
1237,0000000030,287100601,마니산,14765,-,-,0.07,쉬움,1,1
1238,0000000030,287100601,마니산,14766,-,-,0.02,쉬움,1,0
1239,0000000030,287100601,마니산,14767,-,-,0.43,쉬움,8,5
1240,0000000030,287100601,마니산,14768,-,-,0.08,쉬움,1,1
1241,0000000030,287100601,마니산,14769,-,-,0.05,쉬움,1,1
1242,0000000030,287100601,마니산,14770,-,-,0.07,쉬움,1,1
1243,0000000030,287100601,마니산,14771,-,-,0.6,쉬움,11,7
1244,0000000030,287100601,마니산,14772,-,-,0.35,쉬움,6,4
1245,0000000030,287100601,마니산,14773,-,-,1.43,쉬움,43,30
1246,0000000030,287100601,마니산,14774,-,-,0.45,쉬움,8,6
1247,0000000030,287100601,마니산,14775,-,-,0.21,쉬움,4,3
1248,0000000030,287100601,마니산,14776,사기리구간,-,0.07,중간,1,1
1249,0000000030,287100601,마니산,14777,-,-,0.24,쉬움,4,3
1250,0000000030,287100601,마니산,14778,-,-,0.93,쉬움,16,11
1251,0000000030,287100601,마니산,14779,상방리구간,-,0.13,쉬움,2,2
1252,0000000030,287100601,마니산,14780,-,-,0.15,쉬움,3,2
1253,0000000030,287100601,마니산,14781,-,-,0.56,쉬움,10,7
1254,0000000030,287100601,마니산,14782,-,-,0.27,쉬움,5,3
1255,0000000030,287100601,마니산,14783,흥왕리구간,-,0.12,쉬움,2,1
1256,0000000030,287100601,마니산,14784,-,-,0.19,쉬움,3,2
1257,0000000030,287100601,마니산,14785,-,-,0.07,쉬움,1,1
1258,0000000030,287100601,마니산,14786,사기리구간,-,0.41,중간,9,6
1259,0000000030,287100601,마니산,14787,-,-,0.22,쉬움,4,3
1260,0000000030,287100601,마니산,14788,-,-,0.17,쉬움,3,2
1261,0000000030,287100601,마니산,14789,상방리구간,-,0.06,쉬움,1,1
1262,0000000030,287100601,마니산,14790,-,-,0.12,쉬움,2,1
1263,0000000030,287100601,마니산,14791,-,-,0.15,쉬움,3,2
1264,0000000030,287100601,마니산,14792,-,-,0.02,쉬움,1,0
1265,0000000030,287100601,마니산,14793,-,-,0.13,쉬움,2,2
1266,0000000030,287100601,마니산,14794,-,-,0.06,쉬움,1,1
1267,0000000030,287100601,마니산,14795,-,-,0.11,쉬움,2,1
1268,0000000030,287100601,마니산,14796,-,-,0.21,쉬움,4,3
1269,0000000030,287100601,마니산,14797,-,-,0.04,쉬움,1,0
1270,0000000030,287100601,마니산,14798,-,-,0.06,쉬움,1,1
1271,0000000030,287100601,마니산,14799,-,-,0.01,쉬움,1,0
1272,0000000030,287100601,마니산,14800,-,-,0.05,쉬움,1,1
1273,0000000030,287100601,마니산,14801,-,-,0.12,쉬움,2,1
1274,0000000030,287100601,마니산,14802,-,-,0.13,쉬움,2,2
1275,0000000030,287100601,마니산,14803,장화리구간,-,1.64,쉬움,29,20
1276,0000000030,287100601,마니산,14804,장화리구간,-,0.86,쉬움,18,13
1277,0000000030,287100601,마니산,14805,상방리구간,마니산매표소 -> 1004계단(개미허리*헐떡고개) -> 정상(참성단),0.02,쉬움,1,0
1278,0000000030,437401101,마니산,14806,평계리구간,-,3.98,쉬움,70,49
1279,0000000031,457200901,마이산,15022,-,-,2.44,쉬움,43,30
1280,0000000031,457200901,마이산,15023,-,-,0.23,쉬움,4,3
1281,0000000031,457200901,마이산,15024,-,-,0.57,쉬움,10,7
1282,0000000031,457200901,마이산,15025,-,-,0.98,쉬움,17,12
1283,0000000031,457200901,마이산,15026,-,-,0.5,쉬움,9,6
1284,0000000031,457200901,마이산,15027,가림리구간,-,1.28,쉬움,23,16
1285,0000000031,457200901,마이산,15028,동촌리구간,-,0.82,쉬움,18,12
1286,0000000031,457200901,마이산,15029,강정리구간,-,1.56,쉬움,39,27
1287,0000000031,457200901,마이산,15030,강정리구간,한미산성-광대봉-나옹대-비룡대-봉두봉-천황문-은수사-탑사-남부주차장,2.98,쉬움,53,37
1288,0000000031,457200901,마이산,15031,-,-,2.11,쉬움,37,26
1289,0000000031,457200901,마이산,15032,가림리구간,-,1.65,쉬움,29,20
1290,0000000031,457200901,마이산,15033,-,-,0.77,쉬움,14,10
1291,0000000031,457200901,마이산,15034,강정리구간,-,0.75,쉬움,13,9
1292,0000000031,457200901,마이산,15035,동촌리구간,-,0.56,쉬움,11,7
1293,0000000031,457200901,마이산,15036,정곡리구간,-,0.56,쉬움,10,7
1294,0000000031,457200901,마이산,15037,동촌리구간,-,0.8,쉬움,14,10
1295,0000000031,457200901,마이산,15038,동촌리구간,-,0.28,쉬움,5,3
1296,0000000031,457200901,마이산,15039,-,-,0.36,쉬움,6,4
1297,0000000031,457200901,마이산,15040,-,-,0.2,쉬움,4,2
1298,0000000031,457200901,마이산,15041,동촌리구간,-,0.09,쉬움,2,1
1299,0000000031,457200901,마이산,15042,동촌리구간,-,0.15,쉬움,3,2
1300,0000000031,457200901,마이산,15043,-,-,0.15,쉬움,3,2
1301,0000000031,457200901,마이산,15044,-,-,0.08,쉬움,1,1
1302,0000000031,457200901,마이산,15045,동촌리구간,-,0.01,쉬움,1,0
1303,0000000031,457200901,마이산,15046,-,-,0.23,쉬움,4,3
1304,0000000031,457200901,마이산,15047,동촌리구간,-,0.01,중간,1,0
1305,0000000031,457200901,마이산,15048,단양리구간,-,2.03,쉬움,36,25
1306,0000000031,457200901,마이산,15049,-,-,1.33,쉬움,23,16
1307,0000000032,427800701,명성산,16574,신철원리구간,-,1.41,쉬움,25,17
1308,0000000032,427800701,명성산,16575,신철원리구간,-,0.32,쉬움,6,4
1309,0000000032,427800701,명성산,16576,-,-,2.05,쉬움,36,25
1310,0000000032,427800701,명성산,16577,-,-,1.75,쉬움,31,22
1311,0000000032,427800701,명성산,16578,신철원리구간,-,0.23,쉬움,4,3
1312,0000000032,427800701,명성산,16579,신철원리구간,-,0.23,쉬움,4,3
1313,0000000032,427800701,명성산,16580,신철원리구간,-,5.7,쉬움,171,120
1314,0000000032,427800701,명성산,16581,신철원리구간,-,0.22,쉬움,4,3
1315,0000000032,427800701,명성산,16582,신철원리구간,용화골-느치골-약사령능선,2.1,쉬움,37,26
1316,0000000032,427800701,명성산,16583,도평리구간,분기점-약사령,1.04,쉬움,18,13
1317,0000000032,427800701,명성산,16584,산정리구간,산안고개-명성산 정상,2.41,쉬움,43,30
1318,0000000032,427800701,명성산,16585,신철원리구간,용화골-느치골-약사령능선,1.67,쉬움,29,21
1319,0000000032,427800701,명성산,16586,-,-,1.09,쉬움,19,13
1320,0000000032,427800701,명성산,16587,-,-,0.2,쉬움,4,2
1321,0000000032,427800701,명성산,16588,신철원리구간,산안고개-명성산 정상,0.33,쉬움,6,4
1322,0000000032,427800701,명성산,16589,신철원리구간,용화골-느치골-약사령능선,0.32,쉬움,6,4
1323,0000000032,427800701,명성산,16590,신철원리구간,용화골-느치골-약사령능선,0.3,쉬움,5,4
1324,0000000032,427800701,명성산,16591,산정리구간,산안고개-명성산 정상,0.16,쉬움,3,2
1325,0000000032,427800701,명성산,16592,산정리구간,산안고개-명성산 정상,0.23,쉬움,4,3
1326,0000000032,427800701,명성산,16593,산정리구간,산안고개-명성산 정상,0.33,쉬움,6,4
1327,0000000033,418201401,명지산,16594,상판리구간,-,2.33,쉬움,41,29
1328,0000000033,418201401,명지산,16595,적목리구간,-,1.72,쉬움,65,45
1329,0000000033,418201401,명지산,16596,-,-,2.6,쉬움,98,68
1330,0000000033,418201401,명지산,16597,-,-,2.15,중간,81,56
1331,0000000033,418201401,명지산,16598,-,-,0.82,쉬움,14,10
1332,0000000033,418201401,명지산,16599,백둔리구간,-,0.34,쉬움,6,4
1333,0000000033,418201401,명지산,16600,-,-,1.02,쉬움,18,13
1334,0000000033,418201401,명지산,16601,-,-,1.04,쉬움,18,13
1335,0000000033,418201401,명지산,16602,-,-,0.81,쉬움,14,10
1336,0000000033,418201401,명지산,16603,-,-,1.07,쉬움,19,13
1337,0000000033,418201401,명지산,16604,-,-,0.17,쉬움,3,2
1338,0000000033,418201401,명지산,16605,-,-,0.14,쉬움,2,2
1339,0000000033,418201401,명지산,16606,-,-,2.82,쉬움,50,35
1340,0000000033,418201401,명지산,16607,도대리구간,-,3.81,쉬움,143,100
1341,0000000033,418201401,명지산,16608,-,-,1.47,쉬움,26,18
1342,0000000035,431502001,무등산,17236,토교리구간,-,0.87,쉬움,15,11
1343,0000000035,431502001,무등산,17237,무도리구간,-,0.65,쉬움,11,8
1344,0000000035,431502001,무등산,17238,무도리구간,-,0.14,쉬움,2,2
1345,0000000035,431502001,무등산,17239,토교리구간,-,0.11,쉬움,2,1
1346,0000000035,431502001,무등산,17240,토교리구간,-,0.09,쉬움,2,1
1347,0000000035,431502001,무등산,17241,무도리구간,-,1.1,쉬움,19,14
1348,0000000035,431502001,무등산,17242,무도리구간,-,0.69,쉬움,12,9
1349,0000000035,431502001,무등산,17243,토교리구간,-,0.54,쉬움,10,7
1350,0000000035,431502001,무등산,17244,무도리골안고개-무도리절골구간,-,0.33,쉬움,6,4
1351,0000000035,431502001,무등산,17245,무도리구간,-,0.29,쉬움,5,4
1352,0000000035,431502001,무등산,17246,무도리골안고개-무도리절골구간,-,0.1,쉬움,2,1
1353,0000000035,431502001,무등산,17247,무도리골안고개-무도리절골구간,-,0.12,쉬움,2,1
1354,0000000035,431502001,무등산,17248,무도리골안고개-무도리절골구간,-,0.02,쉬움,1,0
1355,0000000035,431502001,무등산,17249,무도리구간,-,0.73,쉬움,13,9
1356,0000000035,431502001,무등산,17250,무도리골안고개-무도리절골구간,-,1.48,쉬움,26,18
1357,0000000035,431502001,무등산,17251,토교리구간,-,0.25,쉬움,4,3
1358,0000000035,431502001,무등산,17252,무도리골안고개-무도리절골구간,-,0.07,쉬움,1,1
1359,0000000035,431502001,무등산,17253,무도리골안고개-무도리절골구간,-,0.07,쉬움,1,1
1360,0000000035,431502001,무등산,17254,무도리골안고개-무도리절골구간,-,0.31,쉬움,5,4
1361,0000000035,431502001,무등산,17255,무도리골안고개-무도리절골구간,-,0.2,쉬움,4,2
1362,0000000035,431502001,무등산,17256,무도리골안고개-무도리절골구간,-,0.49,쉬움,9,6
1363,0000000035,431502001,무등산,17257,무도리골안고개-무도리절골구간,-,0.05,쉬움,1,1
1364,0000000035,431502001,무등산,17258,무도리골안고개-무도리절골구간,-,0.05,쉬움,1,1
1365,0000000035,431502001,무등산,17259,무도리구간,-,0.41,쉬움,7,5
1366,0000000035,431502001,무등산,17260,무도리골안고개-무도리절골구간,-,0.19,쉬움,3,2
1367,0000000035,431502001,무등산,17261,무도리골안고개-무도리절골구간,-,0.01,쉬움,1,0
1368,0000000035,431502001,무등산,17262,무도리골안고개-무도리절골구간,-,0.39,쉬움,7,5
1369,0000000035,431502001,무등산,17263,무도리골안고개-무도리절골구간,-,0.32,쉬움,6,4
1370,0000000035,431502001,무등산,17264,무도리골안고개-무도리절골구간,-,0.08,쉬움,1,1
1371,0000000035,431502001,무등산,17265,무도리구간,-,0.05,쉬움,1,1
1372,0000000035,431502001,무등산,17266,무도리구간,-,0.08,쉬움,1,1
1373,0000000035,431502001,무등산,17267,무도리구간,-,0.08,쉬움,1,1
1374,0000000035,431502001,무등산,17268,무도리구간,-,0.22,쉬움,4,3
1375,0000000035,431502001,무등산,17269,무도리구간,-,0.15,쉬움,3,2
1376,0000000035,431502001,무등산,17270,토교리구간,-,0.34,쉬움,6,4
1377,0000000035,431502001,무등산,17271,무도리구간,-,0.21,쉬움,4,3
1378,0000000035,431502001,무등산,17272,무도리구간,-,0.05,쉬움,1,1
1379,0000000035,431502001,무등산,17273,무도리구간,-,0.05,쉬움,1,1
1380,0000000035,431502001,무등산,17274,무도리구간,-,0.41,쉬움,7,5
1381,0000000035,431502001,무등산,17275,무도리골안고개-무도리절골구간,-,1.12,쉬움,20,14
1382,0000000035,431502001,무등산,17276,무도리구간,-,0.05,쉬움,1,1
1383,0000000035,431502001,무등산,17277,무도리구간,-,0.51,쉬움,9,6
1384,0000000035,431502001,무등산,17278,토교리구간,-,0.08,쉬움,1,1
1385,0000000036,272601101,무학산,17651,-,-,0.41,쉬움,7,5
1386,0000000036,272601101,무학산,17652,-,-,0.4,쉬움,7,5
1387,0000000036,272601101,무학산,17653,-,-,0.29,쉬움,5,4
1388,0000000036,272601101,무학산,17654,-,-,0.36,쉬움,6,4
1389,0000000036,272601101,무학산,17655,-,-,0.64,쉬움,11,8
1390,0000000036,272601101,무학산,17656,-,-,0.33,쉬움,6,4
1391,0000000036,272601101,무학산,17657,-,-,0.28,쉬움,5,3
1392,0000000036,272601101,무학산,17658,지산동구간,-,0.28,쉬움,5,3
1393,0000000036,272601101,무학산,17659,-,-,0.63,쉬움,11,8
1394,0000000036,272601101,무학산,17660,만촌동구간,-,0.28,쉬움,5,3
1395,0000000036,272601101,무학산,17661,-,-,0.49,쉬움,9,6
1396,0000000036,272601101,무학산,17662,-,-,0.09,쉬움,2,1
