,mId,mCode,mName,pmCode,pmName,pmMain,pmLeng,pmDiff,pmUp,pmDown
5624,0000000001,461700101,가야산,277,기능마을구간,-,0.35,쉬움,6,4
5625,0000000001,461700101,가야산,278,운곡동구간,-,0.42,쉬움,7,5
5626,0000000001,461700101,가야산,279,앙암바위구간,-,0.51,쉬움,9,6
5627,0000000001,461700101,가야산,280,운곡동구간,-,0.39,쉬움,7,5
5628,0000000001,461700101,가야산,281,영천사구간,-,0.42,쉬움,7,5
5629,0000000001,461700101,가야산,282,운곡동구간,-,0.38,쉬움,7,5
5630,0000000001,461700101,가야산,283,앙암마을구간,-,0.4,쉬움,7,5
5631,0000000001,461700101,가야산,284,석가네구간,-,1.57,쉬움,28,19
5632,0000000001,461700101,가야산,285,동수농공단지구간,-,1.02,쉬움,19,13
5633,0000000001,461700101,가야산,286,운곡동구간,-,0.32,쉬움,6,4
5634,0000000001,461700101,가야산,287,진포동구간,-,0.81,쉬움,14,10
5635,0000000001,462300101,가야산,288,마동구간,-,1.48,쉬움,26,18
5636,0000000001,462300101,가야산,289,마동구간,-,0.83,쉬움,18,12
5637,0000000001,462300101,가야산,290,마동구간,-,0.63,쉬움,11,8
5638,0000000001,462300101,가야산,291,성황동구간,-,0.59,쉬움,10,7
5639,0000000001,462300101,가야산,292,마동구간,-,0.81,쉬움,14,10
5640,0000000001,462300101,가야산,293,-,-,0.47,쉬움,8,6
5641,0000000001,462300101,가야산,294,-,-,0.33,쉬움,6,4
5642,0000000001,462300101,가야산,295,-,-,0.56,쉬움,10,7
5643,0000000001,462300101,가야산,296,-,-,0.83,쉬움,15,10
5644,0000000001,462300101,가야산,297,중군동구간,-,0.28,쉬움,5,3
5645,0000000001,462300101,가야산,298,광영동구간,-,0.53,쉬움,9,7
5646,0000000001,462300101,가야산,299,-,-,1.04,쉬움,18,13
5647,0000000001,462300101,가야산,300,신금리구간,-,1.87,쉬움,35,25
5648,0000000001,462300101,가야산,301,마동구간,-,0.34,쉬움,6,4
5649,0000000001,462300101,가야산,302,광영동구간,-,0.43,쉬움,8,5
5650,0000000001,462300101,가야산,303,마동구간,-,0.02,쉬움,1,0
5651,0000000001,462300101,가야산,304,광영동구간,-,0.4,쉬움,7,5
5652,0000000001,462300101,가야산,305,광영동구간,-,0.24,쉬움,4,3
5653,0000000001,462300101,가야산,306,광영동구간,-,0.08,쉬움,1,1
5654,0000000001,462300101,가야산,307,마동구간,-,0.13,쉬움,2,2
5655,0000000001,462300101,가야산,308,-,-,0.23,쉬움,4,3
5656,0000000001,462300101,가야산,309,-,-,0.05,쉬움,1,1
5657,0000000001,462300101,가야산,310,-,-,0.03,쉬움,1,0
5658,0000000001,462300101,가야산,311,광영동구간,-,0.04,쉬움,1,0
5659,0000000001,462300101,가야산,312,-,-,0.88,쉬움,16,11
5660,0000000001,462300101,가야산,313,-,-,0.28,쉬움,5,3
5661,0000000001,462300101,가야산,314,-,-,0.29,쉬움,5,4
5662,0000000001,462300101,가야산,315,-,-,0.28,쉬움,5,3
5663,0000000001,462300101,가야산,316,-,-,0.13,쉬움,2,2
5664,0000000001,462300101,가야산,317,-,-,0.44,쉬움,8,5
5665,0000000001,462300101,가야산,318,-,-,0.25,쉬움,4,3
5666,0000000001,462300101,가야산,319,-,-,0.13,쉬움,2,2
5667,0000000001,462300101,가야산,320,-,-,0.63,쉬움,11,8
5668,0000000001,462300101,가야산,321,-,-,0.25,쉬움,4,3
5669,0000000001,462300101,가야산,322,-,-,0.23,쉬움,4,3
5670,0000000001,462300101,가야산,323,-,-,0.16,쉬움,3,2
5671,0000000001,462300101,가야산,324,-,-,0.07,쉬움,1,1
5672,0000000001,462300101,가야산,325,-,-,0.15,쉬움,3,2
5673,0000000001,462300101,가야산,326,-,-,0.31,쉬움,5,4
5674,0000000001,462300101,가야산,327,-,-,0.15,쉬움,3,2
5675,0000000001,462300101,가야산,328,-,-,0.03,쉬움,1,0
5676,0000000001,462300101,가야산,329,-,-,0.02,쉬움,1,0
5677,0000000001,462300101,가야산,330,-,-,0.13,쉬움,2,2
5678,0000000001,462300101,가야산,331,-,-,0.17,쉬움,3,2
5679,0000000001,462300101,가야산,332,-,-,0.26,쉬움,5,3
5680,0000000001,462300101,가야산,333,-,-,0.02,쉬움,1,0
5681,0000000001,462300101,가야산,334,-,-,0.04,쉬움,1,0
5682,0000000001,462300101,가야산,335,-,-,0.03,쉬움,1,0
5683,0000000001,462300101,가야산,336,-,-,0.02,쉬움,1,0
5684,0000000001,462300101,가야산,337,장동리구간,-,1.83,쉬움,32,23
5685,0000000003,427700101,가리왕산,215,회동리구간,-,3.98,쉬움,70,49
5686,0000000003,427700101,가리왕산,216,숙암리구간,-,4.87,쉬움,86,60
5687,0000000003,427700101,가리왕산,217,회동리구간,-,3.97,쉬움,70,49
5688,0000000003,427700101,가리왕산,218,-,-,1.82,쉬움,32,22
5689,0000000003,427700101,가리왕산,219,장전리구간,-,0.23,쉬움,4,3
5690,0000000003,427700101,가리왕산,220,숙암리구간,-,3.63,쉬움,64,45
5691,0000000003,427700101,가리왕산,221,장전리구간,-,3.86,쉬움,68,48
5692,0000000003,427700101,가리왕산,222,숙암리구간,-,3.24,쉬움,57,40
5693,0000000003,427700101,가리왕산,223,하안미리구간,-,3.01,쉬움,113,79
5694,0000000003,427700101,가리왕산,224,숙암리구간,-,0.69,쉬움,12,9
5695,0000000004,317100101,가지산,545,-,-,1.81,쉬움,32,22
5696,0000000004,317100101,가지산,546,덕현리구간,-,0.33,중간,7,5
5697,0000000004,317100101,가지산,547,-,-,1.3,쉬움,23,16
5698,0000000004,317100101,가지산,548,-,-,1.32,쉬움,23,16
5699,0000000004,317100101,가지산,549,덕현리구간,-,0.53,쉬움,9,7
5700,0000000004,317100101,가지산,550,덕현리구간,-,0.17,쉬움,3,2
5701,0000000004,317100101,가지산,551,덕현리구간,-,1.94,쉬움,73,51
5702,0000000004,317100101,가지산,552,삼양리구간,-,0.52,쉬움,9,6
5703,0000000004,317100101,가지산,553,-,-,0.27,쉬움,5,3
5704,0000000004,317100101,가지산,554,삼양리구간,-,0.22,쉬움,4,3
5705,0000000004,317100101,가지산,555,삼양리구간,-,0.03,쉬움,1,0
5706,0000000004,317100101,가지산,556,삼양리구간,-,0.02,쉬움,1,0
5707,0000000004,317100101,가지산,557,삼양리구간,-,0.69,쉬움,12,9
5708,0000000004,317100101,가지산,558,-,-,0.02,쉬움,1,0
5709,0000000004,317100101,가지산,559,-,-,0.38,쉬움,7,5
5710,0000000004,317100101,가지산,560,-,-,0.62,쉬움,11,8
5711,0000000004,317100101,가지산,561,-,-,0.31,쉬움,5,4
5712,0000000004,317100101,가지산,562,삼양리구간,-,0.12,쉬움,2,1
5713,0000000004,317100101,가지산,563,신원리구간,-,0.75,쉬움,13,9
5714,0000000004,317100101,가지산,564,신원리구간,-,1.27,쉬움,22,16
5715,0000000004,317100101,가지산,565,신원리구간,-,1.19,쉬움,21,15
5716,0000000004,317100101,가지산,566,신원리구간,-,0.52,쉬움,9,6
5717,0000000004,317100101,가지산,567,신원리구간,-,0.82,중간,31,22
5718,0000000004,317100101,가지산,568,-,-,0.1,쉬움,2,1
5719,0000000004,317100101,가지산,569,신원리구간,-,0.53,쉬움,9,7
5720,0000000004,317100101,가지산,570,신원리구간,-,0.14,쉬움,2,2
5721,0000000004,317100101,가지산,571,신원리구간,-,0.22,쉬움,4,3
5722,0000000004,317100101,가지산,572,-,-,0.15,쉬움,3,2
5723,0000000004,317100101,가지산,573,-,-,0.16,쉬움,3,2
5724,0000000004,317100101,가지산,574,신원리구간,-,0.66,쉬움,12,8
5725,0000000004,317100101,가지산,575,신원리구간,-,0.88,쉬움,16,11
5726,0000000004,317100101,가지산,576,신원리구간,-,0.14,쉬움,2,2
5727,0000000004,317100101,가지산,577,신원리구간,-,1.32,쉬움,33,23
5728,0000000004,317100101,가지산,578,-,-,1.26,쉬움,22,16
5729,0000000004,317100101,가지산,579,신원리구간,-,0.85,쉬움,15,11
5730,0000000004,317100101,가지산,580,신원리구간,-,1.59,쉬움,28,20
5731,0000000004,317100101,가지산,581,-,-,0.25,쉬움,4,3
5732,0000000004,317100101,가지산,582,신원리구간,-,1.33,중간,50,35
5733,0000000004,317100101,가지산,583,신원리구간,-,0.24,쉬움,4,3
5734,0000000004,317100101,가지산,584,-,-,0.11,쉬움,2,1
5735,0000000004,317100101,가지산,585,-,-,0.08,쉬움,1,1
5736,0000000004,317100101,가지산,586,-,-,0.07,쉬움,1,1
5737,0000000004,317100101,가지산,587,-,-,0.03,쉬움,1,0
5738,0000000004,317100101,가지산,588,신원리구간,-,0.07,쉬움,1,1
5739,0000000004,317100101,가지산,589,신원리구간,-,0.29,쉬움,5,4
5740,0000000004,317100101,가지산,590,-,-,1.8,쉬움,32,22
5741,0000000004,317100101,가지산,591,-,-,1.17,쉬움,21,14
5742,0000000004,317100101,가지산,592,신원리구간,-,3.28,쉬움,58,41
5743,0000000004,317100101,가지산,593,삼양리구간,-,0.75,쉬움,13,9
5744,0000000004,317100101,가지산,594,-,-,1.56,쉬움,28,19
5745,0000000004,317100101,가지산,595,-,-,1.75,쉬움,31,22
5746,0000000004,317100101,가지산,596,-,-,3.02,쉬움,53,37
5747,0000000004,317100101,가지산,597,-,-,0.5,쉬움,9,6
5748,0000000004,317100101,가지산,598,-,-,1.26,쉬움,22,16
5749,0000000004,317100101,가지산,599,-,-,2.06,쉬움,36,25
5750,0000000004,317100101,가지산,600,-,-,0.81,쉬움,14,10
5751,0000000004,317100101,가지산,601,삼양리구간,석남고개,4.18,쉬움,157,110
5752,0000000004,317100101,가지산,602,-,-,2.55,쉬움,45,32
5753,0000000004,317100101,가지산,603,-,-,3.75,쉬움,66,46
5754,0000000004,317100101,가지산,604,신원리구간,-,1.04,쉬움,18,13
5755,0000000004,317100101,가지산,605,-,-,0.18,쉬움,3,2
5756,0000000004,317100101,가지산,606,-,-,0.88,쉬움,16,11
5757,0000000004,317100101,가지산,607,-,-,0.44,쉬움,8,5
5758,0000000004,317100101,가지산,608,-,-,0.05,쉬움,1,1
5759,0000000004,317100101,가지산,609,-,-,1.96,쉬움,35,24
5760,0000000004,317100101,가지산,610,삼양리구간,-,0.63,쉬움,11,8
5761,0000000004,317100101,가지산,611,신원리구간,-,0.45,쉬움,8,6
5762,0000000004,317100101,가지산,612,-,-,0.44,쉬움,8,5
5763,0000000004,317100101,가지산,613,-,-,1.71,쉬움,30,21
5764,0000000004,317100101,가지산,614,-,-,0.34,쉬움,6,4
5765,0000000004,317100101,가지산,615,-,-,0.32,쉬움,6,4
5766,0000000004,317100101,가지산,616,-,-,0.31,쉬움,5,4
5767,0000000004,317100101,가지산,617,-,-,0.01,쉬움,1,0
5768,0000000004,317100101,가지산,618,-,-,0.02,쉬움,1,0
5769,0000000004,317100101,가지산,619,삼양리구간,-,0.33,쉬움,6,4
5770,0000000004,317100101,가지산,620,삼양리구간,-,3.33,쉬움,59,41
5771,0000000004,317100101,가지산,621,신원리구간,-,0.42,쉬움,7,5
5772,0000000004,317100101,가지산,622,-,-,0.43,쉬움,8,5
5773,0000000004,317100101,가지산,623,-,-,0.14,쉬움,2,2
5774,0000000004,317100101,가지산,624,-,-,0.06,쉬움,1,1
5775,0000000004,317100101,가지산,625,-,-,0.17,쉬움,3,2
5776,0000000004,317100101,가지산,626,-,-,0.36,쉬움,6,4
5777,0000000004,317100101,가지산,627,삼양리구간,석남고개,0.49,쉬움,9,6
5778,0000000004,317100101,가지산,628,삼양리구간,석남고개,0.2,쉬움,4,2
5779,0000000004,317100101,가지산,629,삼양리구간,석남고개,0.04,쉬움,1,0
5780,0000000004,317100101,가지산,630,-,-,0.52,쉬움,9,6
5781,0000000004,317100101,가지산,631,-,-,0.43,쉬움,8,5
5782,0000000004,317100101,가지산,632,삼양리구간,석남고개,0.24,쉬움,4,3
5783,0000000004,317100101,가지산,633,삼양리구간,석남고개,0.76,쉬움,13,9
5784,0000000004,317100101,가지산,634,-,-,0.14,쉬움,2,2
5785,0000000004,317100101,가지산,635,신원리구간,-,0.21,쉬움,4,3
5786,0000000004,317100101,가지산,636,-,-,0.76,쉬움,13,9
5787,0000000004,468000101,가지산,637,봉덕리구간,-,0.73,쉬움,18,13
5788,0000000004,468000101,가지산,638,봉덕리구간,-,0.7,중간,18,12
5789,0000000004,468000101,가지산,639,봉덕리구간,-,1.26,쉬움,27,19
0,0000000005,414800101,감악산,1113,신암리구간,-,2.73,쉬움,59,41
1,0000000005,414800101,감악산,1114,신산리구간,-,5.14,쉬움,91,63
2,0000000005,414800101,감악산,1115,-,-,3.33,쉬움,59,41
3,0000000005,414800101,감악산,1116,-,-,1.71,쉬움,30,21
4,0000000005,414800101,감악산,1117,설마리구간,-,1.43,쉬움,54,38
5,0000000005,414800101,감악산,1118,객현리구간,-,1.2,쉬움,21,15
6,0000000005,414800101,감악산,1119,황방리구간,-,1.18,쉬움,21,15
7,0000000005,414800101,감악산,1120,설마리구간,-,2.12,쉬움,37,26
8,0000000005,414800101,감악산,1121,-,-,0.12,쉬움,2,1
9,0000000005,414800101,감악산,1122,-,-,1.06,쉬움,19,13
10,0000000005,414800101,감악산,1123,객현리구간,-,2.21,쉬움,39,27
11,0000000005,414800101,감악산,1124,객현리구간,-,2.4,쉬움,42,30
12,0000000005,414800101,감악산,1125,신암리구간,-,1.11,쉬움,20,14
13,0000000005,414800101,감악산,1126,설마리구간,-,1.47,쉬움,26,18
14,0000000005,414800101,감악산,1127,설마리구간,-,0.98,쉬움,17,12
15,0000000005,414800101,감악산,1128,설마리구간,-,0.02,쉬움,1,0
16,0000000005,414800101,감악산,1129,설마리구간,-,0.58,쉬움,10,7
17,0000000005,414800101,감악산,1130,설마리구간,-,0.06,쉬움,1,1
18,0000000005,414800101,감악산,1131,-,-,0.09,쉬움,2,1
19,0000000005,414800101,감악산,1132,-,-,0.99,쉬움,17,12
20,0000000005,414800101,감악산,1133,-,-,0.21,쉬움,4,3
21,0000000005,414800101,감악산,1134,-,-,0.07,쉬움,1,1
22,0000000005,414800101,감악산,1135,-,-,0.14,쉬움,2,2
23,0000000005,414800101,감악산,1136,-,-,0.11,쉬움,2,1
24,0000000005,414800101,감악산,1137,-,-,0.05,쉬움,1,1
25,0000000005,414800101,감악산,1138,-,-,0.07,쉬움,1,1
26,0000000005,414800101,감악산,1139,-,-,0.02,쉬움,1,0
27,0000000005,414800101,감악산,1140,객현리구간,-,0.03,쉬움,1,0
28,0000000005,414800101,감악산,1141,객현리구간,-,0.02,쉬움,1,0
29,0000000005,414800101,감악산,1142,신암리구간,-,0.07,쉬움,1,1
30,0000000005,414800101,감악산,1143,-,-,0.11,쉬움,2,1
31,0000000005,414800101,감악산,1144,-,-,0.18,쉬움,3,2
32,0000000005,414800101,감악산,1145,-,-,0.06,쉬움,1,1
33,0000000005,421303001,감악산,1146,황둔리구간,-,2.43,쉬움,43,30
34,0000000005,421303001,감악산,1147,신림리구간,-,2.33,쉬움,58,41
35,0000000005,421303001,감악산,1148,황둔리구간,-,1.13,쉬움,20,14
36,0000000005,421303001,감악산,1149,용암리구간,-,1.03,쉬움,18,13
37,0000000005,421303001,감악산,1150,용암리구간,-,0.25,쉬움,4,3
38,0000000005,421303001,감악산,1151,용암리구간,-,2.1,쉬움,37,26
39,0000000005,421303001,감악산,1152,용암리구간,-,0.47,쉬움,8,6
40,0000000005,421303001,감악산,1153,용암리구간,-,1.67,쉬움,29,21
41,0000000005,421303001,감악산,1154,신림리구간,-,3.46,쉬움,130,91
42,0000000005,421303001,감악산,1155,황둔리구간,-,3.4,쉬움,60,42
43,0000000005,431504201,감악산,1156,명암리구간,-,0.7,쉬움,12,9
44,0000000005,431504201,감악산,1157,명암리구간,-,2.67,쉬움,100,70
45,0000000005,431504201,감악산,1158,명암리구간,-,1.96,쉬움,35,24
46,0000000005,431504201,감악산,1159,명암리구간,-,0.18,쉬움,3,2
47,0000000005,431504201,감악산,1160,오미리구간,-,1.84,쉬움,32,23
48,0000000005,431504201,감악산,1161,명암리구간,-,2.62,쉬움,98,69
49,0000000005,431504201,감악산,1162,황둔리구간,-,3.03,쉬움,53,37
50,0000000005,431504201,감악산,1163,황둔리구간,-,1.44,쉬움,25,18
51,0000000005,431504201,감악산,1164,황둔리구간,-,0.41,중간,9,6
52,0000000005,431504201,감악산,1165,황둔리구간,-,1.63,쉬움,29,20
53,0000000005,431504201,감악산,1166,황둔리구간,-,0.66,쉬움,12,8
54,0000000005,431504201,감악산,1167,명암리구간,-,3.0,쉬움,113,79
55,0000000005,431504201,감악산,1168,명암리구간,-,0.05,쉬움,1,1
56,0000000005,431504201,감악산,1169,황둔리구간,-,1.04,쉬움,18,13
57,0000000005,431504201,감악산,1170,명암리구간,-,0.05,쉬움,1,1
58,0000000005,431504201,감악산,1171,황둔리구간,-,2.7,쉬움,81,57
59,0000000005,488800101,감악산,1172,무촌리구간,-,0.18,쉬움,3,2
60,0000000005,488800101,감악산,1173,전척리구간,-,0.87,쉬움,15,11
61,0000000005,488800101,감악산,1174,감악로길구간,-,0.56,쉬움,10,7
62,0000000005,488800101,감악산,1175,감악산-감악재구간,-,0.69,쉬움,12,9
63,0000000005,488800101,감악산,1176,감악재길구간,-,1.71,쉬움,30,21
64,0000000005,488800101,감악산,1177,고척길구간,-,0.84,쉬움,15,10
65,0000000005,488800101,감악산,1178,고척길구간,-,1.01,쉬움,22,15
66,0000000005,488800101,감악산,1179,내동길구간,-,0.5,쉬움,9,6
67,0000000005,488800101,감악산,1180,명산길구간,-,0.63,쉬움,12,8
68,0000000005,488800101,감악산,1181,물맞이길구간,-,1.07,쉬움,19,13
69,0000000005,488800101,감악산,1182,부도가는길구간,-,0.15,쉬움,3,2
70,0000000005,488800101,감악산,1183,세안길구간,-,1.0,쉬움,18,12
71,0000000005,488800101,감악산,1184,세안길구간,-,1.14,쉬움,20,14
72,0000000005,488800101,감악산,1185,세안길구간,-,1.15,쉬움,20,14
73,0000000005,488800101,감악산,1186,연수사길구간,-,0.62,쉬움,11,8
74,0000000005,488800101,감악산,1187,임불길구간,-,0.92,쉬움,16,11
75,0000000005,488800101,감악산,1188,중간오름길구간,-,0.68,쉬움,12,8
76,0000000005,488800101,감악산,1189,참나무평원길구간,-,0.44,쉬움,8,5
77,0000000005,488800101,감악산,1190,평전다리길구간,-,0.61,쉬움,11,8
78,0000000005,488800101,감악산,1191,내동길구간,-,1.37,쉬움,51,36
79,0000000005,488800101,감악산,1192,청룡길구간,-,2.21,쉬움,39,27
80,0000000005,488800101,감악산,1193,내동길구간,-,1.16,쉬움,20,14
81,0000000005,488800101,감악산,1194,내동길구간,-,0.22,쉬움,4,3
82,0000000005,488800101,감악산,1195,연수사길구간,-,0.53,쉬움,9,7
83,0000000005,488800101,감악산,1196,물맞이길구간,-,0.05,쉬움,1,1
84,0000000005,488800101,감악산,1197,감악산-감악재구간,-,0.07,쉬움,1,1
85,0000000005,488800101,감악산,1198,감악산-감악재구간,-,0.05,쉬움,1,1
86,0000000005,488800101,감악산,1199,고척길구간,-,0.39,중간,7,5
87,0000000005,488800101,감악산,1200,고척길구간,-,0.6,쉬움,11,7
88,0000000005,488800101,감악산,1201,물맞이길구간,-,0.4,쉬움,7,5
89,0000000005,488800101,감악산,1202,물맞이길구간,-,0.7,중간,18,12
90,0000000005,488800101,감악산,1203,감악로길구간,-,0.13,쉬움,2,2
91,0000000005,488800101,감악산,1204,참나무평원길구간,-,0.22,쉬움,4,3
92,0000000005,488800101,감악산,1205,참나무평원길구간,-,0.06,쉬움,1,1
93,0000000005,488800101,감악산,1206,평전다리길구간,-,1.2,쉬움,21,15
94,0000000005,488800101,감악산,1207,평전다리길구간,-,0.21,쉬움,4,3
95,0000000005,488800101,감악산,1208,참나무평원길구간,-,1.21,쉬움,21,15
96,0000000005,488800101,감악산,1209,평전다리길구간,-,0.08,쉬움,1,1
97,0000000005,488800101,감악산,1210,물맞이길구간,-,0.25,쉬움,4,3
98,0000000005,488800101,감악산,1211,평전다리길구간,-,0.43,쉬움,8,5
99,0000000005,488800101,감악산,1212,평전다리길구간,-,0.27,쉬움,5,3
100,0000000005,488800101,감악산,1213,명산길구간,-,1.14,쉬움,20,14
101,0000000005,488800101,감악산,1214,신선폭포길-감악산지부도길구간,-,2.91,쉬움,109,76
102,0000000005,488800101,감악산,1215,명산길구간,-,2.99,쉬움,90,63
103,0000000005,488800101,감악산,1216,고척길구간,-,1.74,쉬움,31,21
104,0000000005,488800101,감악산,1217,물맞이길구간,-,0.28,쉬움,5,3
105,0000000005,488800101,감악산,1218,참나무평원길구간,-,0.1,쉬움,2,1
106,0000000007,483100401,계룡산,2580,고현동구간,-,0.54,쉬움,10,7
107,0000000007,483100401,계룡산,2581,-,-,0.29,쉬움,5,4
108,0000000007,483100401,계룡산,2582,고현동구간,-,0.28,중간,5,3
109,0000000007,483100401,계룡산,2583,고현동구간,-,0.41,쉬움,8,5
110,0000000007,483100401,계룡산,2584,-,-,0.45,쉬움,8,6
111,0000000007,483100401,계룡산,2585,고현동구간,-,0.63,쉬움,14,9
112,0000000007,483100401,계룡산,2586,-,-,1.06,쉬움,19,13
113,0000000007,483100401,계룡산,2587,-,-,0.68,쉬움,12,8
114,0000000007,483100401,계룡산,2588,상동동구간,-,1.04,쉬움,18,13
115,0000000007,483100401,계룡산,2589,상동동구간,-,1.73,쉬움,31,21
116,0000000007,483100401,계룡산,2590,-,-,1.0,쉬움,18,12
117,0000000007,483100401,계룡산,2591,장평동구간,-,3.95,쉬움,148,104
118,0000000007,483100401,계룡산,2592,동상리구간,-,3.25,쉬움,81,57
119,0000000007,483100401,계룡산,2593,고현동구간,-,1.54,쉬움,58,40
120,0000000007,483100401,계룡산,2594,서정리구간,-,2.52,쉬움,95,66
121,0000000008,427206801,계방산,2633,노동리구간,-,4.54,쉬움,170,119
122,0000000008,427206801,계방산,2634,자운리구간,-,3.94,쉬움,148,103
123,0000000008,427206801,계방산,2635,노동리구간,-,5.45,쉬움,96,67
124,0000000009,427200401,공작산,4098,-,-,1.33,쉬움,23,16
125,0000000009,427200401,공작산,4099,-,-,0.46,쉬움,8,6
126,0000000009,427200401,공작산,4100,-,-,0.9,쉬움,16,11
127,0000000009,427200401,공작산,4101,-,-,0.5,쉬움,9,6
128,0000000009,427200401,공작산,4102,노천리구간,-,1.02,쉬움,18,13
129,0000000009,427200401,공작산,4103,노천리구간,-,0.39,쉬움,7,5
130,0000000009,427200401,공작산,4104,-,-,1.22,쉬움,22,15
131,0000000009,427200401,공작산,4105,-,-,1.51,쉬움,27,19
132,0000000009,427200401,공작산,4106,노천리구간,-,0.13,쉬움,2,2
133,0000000009,427200401,공작산,4107,-,-,1.89,쉬움,33,23
134,0000000009,427200401,공작산,4108,-,-,0.18,쉬움,3,2
135,0000000009,427200401,공작산,4109,-,-,0.88,쉬움,16,11
136,0000000009,427200401,공작산,4110,-,-,0.35,쉬움,6,4
137,0000000009,427200401,공작산,4111,-,-,0.64,쉬움,11,8
138,0000000009,427200401,공작산,4112,-,-,0.92,쉬움,16,11
139,0000000009,427200401,공작산,4113,-,-,0.19,쉬움,3,2
140,0000000009,427200401,공작산,4114,굴운리구간,-,4.74,쉬움,84,59
141,0000000009,427200401,공작산,4115,군업리구간,-,4.24,쉬움,106,74
142,0000000009,427200401,공작산,4116,노천리구간,-,3.29,쉬움,123,86
143,0000000009,427200401,공작산,4117,-,-,4.96,쉬움,88,61
144,0000000009,427200401,공작산,4118,-,-,0.07,쉬움,1,1
145,0000000010,116200201,관악산,4281,-,-,0.82,쉬움,14,10
146,0000000010,116200201,관악산,4282,-,-,1.38,쉬움,24,17
147,0000000010,116200201,관악산,4283,-,-,0.91,쉬움,16,11
148,0000000010,116200201,관악산,4284,-,-,0.79,쉬움,14,10
149,0000000010,116200201,관악산,4285,-,-,1.06,쉬움,19,13
150,0000000010,116200201,관악산,4286,-,-,0.3,쉬움,5,4
151,0000000010,116200201,관악산,4287,-,-,0.73,쉬움,13,9
152,0000000010,116200201,관악산,4288,-,-,0.98,쉬움,17,12
153,0000000010,116200201,관악산,4289,-,-,0.95,쉬움,17,12
154,0000000010,116200201,관악산,4290,-,-,0.58,쉬움,10,7
155,0000000010,116200201,관악산,4291,-,-,0.88,쉬움,16,11
156,0000000010,116200201,관악산,4292,-,-,0.42,중간,8,6
157,0000000010,116200201,관악산,4293,-,-,0.22,쉬움,4,3
158,0000000010,116200201,관악산,4294,-,-,0.98,쉬움,17,12
159,0000000010,116200201,관악산,4295,남현동구간,-,3.59,쉬움,63,44
160,0000000010,116200201,관악산,4296,-,-,0.54,쉬움,10,7
161,0000000010,116200201,관악산,4297,-,-,0.64,쉬움,11,8
162,0000000010,116200201,관악산,4298,-,-,0.81,쉬움,14,10
163,0000000010,116200201,관악산,4299,-,-,1.24,쉬움,22,15
164,0000000010,116200201,관악산,4300,-,-,0.5,쉬움,9,6
165,0000000010,116200201,관악산,4301,중앙동구간,-,1.07,쉬움,23,16
166,0000000010,116200201,관악산,4302,-,-,0.16,쉬움,3,2
167,0000000010,116200201,관악산,4303,중앙동구간,-,0.76,쉬움,14,10
168,0000000010,116200201,관악산,4304,과천동구간,-,1.11,쉬움,21,15
169,0000000010,116200201,관악산,4305,중앙동구간,-,0.63,쉬움,11,8
170,0000000010,116200201,관악산,4306,-,-,0.51,쉬움,9,6
171,0000000010,116200201,관악산,4307,-,-,0.29,쉬움,5,4
172,0000000010,116200201,관악산,4308,-,-,0.84,쉬움,15,10
173,0000000010,116200201,관악산,4309,-,-,0.59,쉬움,10,7
174,0000000010,116200201,관악산,4310,과천동구간,-,0.62,쉬움,11,8
175,0000000010,116200201,관악산,4311,-,-,0.29,쉬움,5,4
176,0000000010,116200201,관악산,4312,갈현동구간,-,1.38,쉬움,24,17
177,0000000010,116200201,관악산,4313,-,-,0.11,쉬움,2,1
178,0000000010,116200201,관악산,4314,-,-,0.34,쉬움,6,4
179,0000000010,116200201,관악산,4315,-,-,0.56,쉬움,10,7
180,0000000010,116200201,관악산,4316,중앙동구간,-,0.26,쉬움,5,3
181,0000000010,116200201,관악산,4317,중앙동구간,-,0.27,쉬움,5,3
182,0000000010,116200201,관악산,4318,중앙동구간,-,0.29,쉬움,5,4
183,0000000010,116200201,관악산,4319,-,-,0.51,쉬움,9,6
184,0000000010,116200201,관악산,4320,중앙동구간,-,0.18,쉬움,3,2
185,0000000010,116200201,관악산,4321,과천동구간,-,0.64,쉬움,11,8
186,0000000010,116200201,관악산,4322,-,-,0.11,쉬움,2,1
187,0000000010,116200201,관악산,4323,중앙동구간,-,0.13,쉬움,2,2
188,0000000010,116200201,관악산,4324,-,-,0.12,쉬움,2,1
189,0000000010,116200201,관악산,4325,-,-,0.06,쉬움,1,1
190,0000000010,116200201,관악산,4326,-,-,0.01,쉬움,1,0
191,0000000010,116200201,관악산,4327,-,-,0.02,쉬움,1,0
192,0000000010,116200201,관악산,4328,-,-,0.25,쉬움,4,3
193,0000000010,116200201,관악산,4329,-,-,0.1,쉬움,2,1
194,0000000010,116200201,관악산,4330,-,-,0.14,쉬움,2,2
195,0000000010,116200201,관악산,4331,-,-,0.33,쉬움,6,4
196,0000000010,116200201,관악산,4332,-,-,0.46,쉬움,8,6
197,0000000010,116200201,관악산,4333,-,-,0.31,쉬움,5,4
198,0000000010,116200201,관악산,4334,-,-,0.25,쉬움,4,3
199,0000000010,116200201,관악산,4335,-,-,0.02,쉬움,1,0
200,0000000010,116200201,관악산,4336,-,-,0.29,쉬움,5,4
201,0000000010,116200201,관악산,4337,-,-,0.3,쉬움,5,4
202,0000000010,116200201,관악산,4338,-,-,0.11,쉬움,2,1
203,0000000010,116200201,관악산,4339,-,-,0.03,쉬움,1,0
